Income,MntCoffee,MntGoldProds,NumWebVisitsMonth
70123.0,1308.0,0.0,3.0
62450.0,515.0,38.0,3.0
21675.0,4.0,4.0,7.0
42395.0,48.0,25.0,7.0
61346.0,562.0,142.0,3.0
80812.0,769.0,33.0,2.0
42835.0,379.0,98.0,6.0
39922.0,29.0,36.0,8.0
86424.0,387.0,68.0,1.0
17117.0,,7.0,9.0
24762.0,6.0,40.0,8.0
35797.0,27.0,21.0,8.0
36627.0,9.0,1.0,5.0
51111.0,22.0,3.0,
86857.0,899.0,40.0,2.0
82072.0,889.0,129.0,1.0
46231.0,189.0,12.0,9.0
42243.0,48.0,5.0,7.0
51195.0,,58.0,8.0
68092.0,,48.0,5.0
31814.0,35.0,20.0,9.0
51390.0,205.0,56.0,5.0
76630.0,255.0,175.0,1.0
,0.0,2.0,7.0
48948.0,437.0,42.0,6.0
55260.0,825.0,242.0,6.0
64090.0,316.0,135.0,5.0
78331.0,756.0,61.0,4.0
37087.0,194.0,3.0,6.0
21846.0,7.0,26.0,8.0
81320.0,183.0,57.0,2.0
,171.0,20.0,6.0
66825.0,243.0,40.0,2.0
,181.0,96.0,3.0
58917.0,151.0,28.0,5.0
85072.0,494.0,241.0,0.0
,464.0,37.0,2.0
45684.0,5.0,7.0,7.0
47889.0,29.0,4.0,5.0
45921.0,102.0,12.0,4.0
78420.0,604.0,28.0,1.0
,571.0,24.0,2.0
52278.0,953.0,174.0,8.0
35641.0,63.0,28.0,7.0
95529.0,770.0,24.0,3.0
62820.0,398.0,53.0,1.0
73113.0,741.0,28.0,2.0
84169.0,1478.0,0.0,
42607.0,156.0,47.0,3.0
74637.0,960.0,16.0,3.0
46015.0,38.0,6.0,7.0
72354.0,,182.0,1.0
39858.0,15.0,26.0,6.0
34469.0,19.0,12.0,4.0
83033.0,812.0,33.0,5.0
24401.0,73.0,115.0,8.0
77583.0,,108.0,2.0
74116.0,871.0,166.0,2.0
74293.0,375.0,81.0,2.0
68397.0,760.0,80.0,3.0
79632.0,,12.0,2.0
46107.0,31.0,33.0,3.0
64950.0,819.0,63.0,7.0
25443.0,1.0,7.0,8.0
75127.0,203.0,227.0,1.0
32892.0,26.0,2.0,8.0
71796.0,354.0,32.0,4.0
67536.0,1253.0,35.0,8.0
55239.0,371.0,106.0,5.0
60554.0,588.0,15.0,6.0
64831.0,480.0,144.0,6.0
56067.0,517.0,120.0,5.0
,,98.0,1.0
,1111.0,172.0,
14906.0,7.0,15.0,7.0
,1166.0,36.0,8.0
57937.0,261.0,133.0,3.0
68274.0,135.0,46.0,
39771.0,6.0,14.0,4.0
67893.0,711.0,47.0,
27922.0,11.0,11.0,4.0
52190.0,42.0,18.0,
44051.0,79.0,18.0,6.0
42767.0,20.0,38.0,8.0
,30.0,14.0,6.0
16927.0,20.0,4.0,8.0
59754.0,115.0,139.0,
53700.0,263.0,83.0,5.0
59041.0,69.0,6.0,5.0
54237.0,,57.0,6.0
70647.0,561.0,114.0,2.0
52597.0,492.0,42.0,5.0
,14.0,12.0,6.0
,80.0,2.0,6.0
50183.0,97.0,15.0,5.0
54753.0,197.0,131.0,
92955.0,693.0,84.0,2.0
,43.0,12.0,7.0
34596.0,14.0,7.0,8.0
44010.0,186.0,48.0,9.0
84219.0,434.0,45.0,1.0
40706.0,59.0,5.0,7.0
15716.0,,26.0,8.0
59052.0,230.0,31.0,5.0
80573.0,829.0,15.0,2.0
83715.0,318.0,8.0,
82576.0,1206.0,18.0,1.0
56962.0,292.0,26.0,7.0
35704.0,30.0,30.0,4.0
53103.0,729.0,195.0,7.0
46779.0,12.0,7.0,4.0
4861.0,2.0,1.0,14.0
,22.0,11.0,7.0
63693.0,587.0,54.0,
80763.0,674.0,231.0,3.0
65352.0,284.0,23.0,4.0
82170.0,1023.0,37.0,2.0
75759.0,1394.0,182.0,5.0
79689.0,,121.0,2.0
35340.0,27.0,5.0,5.0
85683.0,1296.0,51.0,1.0
24884.0,3.0,3.0,7.0
42021.0,393.0,27.0,9.0
64449.0,218.0,70.0,4.0
64587.0,66.0,20.0,3.0
,4.0,4.0,6.0
75437.0,795.0,0.0,6.0
26091.0,15.0,20.0,5.0
52845.0,384.0,64.0,6.0
46086.0,244.0,50.0,4.0
78028.0,158.0,38.0,
95169.0,1285.0,20.0,1.0
56337.0,349.0,182.0,
22434.0,4.0,15.0,8.0
36930.0,223.0,39.0,8.0
36130.0,157.0,37.0,4.0
65569.0,397.0,70.0,3.0
83844.0,901.0,191.0,1.0
19514.0,14.0,28.0,8.0
36736.0,10.0,4.0,6.0
77568.0,1230.0,158.0,5.0
49187.0,,0.0,2.0
30168.0,154.0,27.0,
34053.0,63.0,12.0,8.0
38196.0,,3.0,5.0
59412.0,90.0,11.0,3.0
70924.0,,76.0,3.0
54165.0,127.0,11.0,2.0
32300.0,13.0,6.0,8.0
20180.0,18.0,18.0,7.0
34961.0,45.0,1.0,7.0
28440.0,38.0,0.0,8.0
64504.0,986.0,108.0,7.0
33564.0,61.0,7.0,5.0
17345.0,4.0,12.0,8.0
56320.0,201.0,83.0,4.0
28647.0,19.0,26.0,7.0
15038.0,,26.0,9.0
32173.0,18.0,2.0,4.0
68316.0,,33.0,6.0
74538.0,380.0,28.0,3.0
91700.0,576.0,19.0,3.0
68695.0,458.0,40.0,
31056.0,5.0,16.0,8.0
79593.0,350.0,145.0,2.0
28071.0,39.0,44.0,8.0
37334.0,26.0,15.0,4.0
46423.0,68.0,8.0,7.0
37126.0,45.0,7.0,6.0
47703.0,359.0,123.0,
61180.0,,218.0,3.0
,34.0,5.0,8.0
8028.0,73.0,2.0,19.0
76081.0,292.0,200.0,2.0
34728.0,14.0,6.0,6.0
33168.0,80.0,3.0,7.0
33585.0,30.0,29.0,4.0
77037.0,463.0,10.0,
35196.0,75.0,187.0,8.0
44529.0,538.0,26.0,5.0
70924.0,635.0,76.0,3.0
28764.0,8.0,1.0,8.0
69098.0,1315.0,178.0,5.0
25959.0,4.0,26.0,6.0
27100.0,12.0,10.0,7.0
70596.0,347.0,26.0,2.0
,192.0,15.0,8.0
53312.0,241.0,25.0,7.0
72228.0,631.0,56.0,3.0
67605.0,336.0,54.0,1.0
62845.0,1099.0,34.0,8.0
65196.0,743.0,200.0,5.0
42000.0,124.0,35.0,5.0
35860.0,,20.0,5.0
65526.0,397.0,9.0,2.0
16860.0,10.0,14.0,7.0
83528.0,530.0,147.0,1.0
64176.0,1215.0,149.0,6.0
22304.0,3.0,2.0,8.0
67023.0,444.0,17.0,2.0
32892.0,26.0,2.0,8.0
70713.0,736.0,190.0,
59925.0,473.0,56.0,6.0
39722.0,32.0,8.0,5.0
46610.0,288.0,125.0,
88347.0,1050.0,118.0,1.0
87171.0,,44.0,2.0
26907.0,9.0,2.0,7.0
50014.0,234.0,42.0,5.0
41014.0,7.0,3.0,7.0
66294.0,251.0,117.0,2.0
36715.0,172.0,16.0,9.0
,,99.0,3.0
40479.0,5.0,0.0,
75345.0,918.0,133.0,3.0
54233.0,652.0,142.0,8.0
24163.0,4.0,2.0,4.0
84460.0,152.0,81.0,5.0
43776.0,8.0,3.0,6.0
71691.0,336.0,43.0,2.0
85844.0,938.0,38.0,2.0
39190.0,68.0,12.0,5.0
71367.0,227.0,75.0,
38578.0,38.0,3.0,8.0
57236.0,,4.0,3.0
61825.0,162.0,27.0,4.0
,574.0,33.0,1.0
,160.0,41.0,1.0
27590.0,,1.0,7.0
56775.0,614.0,35.0,5.0
83829.0,897.0,27.0,1.0
54210.0,70.0,45.0,5.0
38508.0,120.0,54.0,8.0
53187.0,211.0,10.0,
30023.0,11.0,21.0,8.0
76045.0,760.0,0.0,2.0
50870.0,,2.0,
15315.0,7.0,17.0,5.0
65463.0,,16.0,5.0
66480.0,199.0,6.0,4.0
76773.0,,16.0,1.0
81698.0,,45.0,5.0
54466.0,12.0,0.0,5.0
98777.0,1000.0,38.0,1.0
16269.0,19.0,0.0,8.0
71819.0,1224.0,168.0,6.0
33569.0,16.0,24.0,8.0
36262.0,88.0,153.0,6.0
22634.0,2.0,46.0,8.0
47025.0,508.0,29.0,9.0
70566.0,381.0,21.0,3.0
31605.0,74.0,6.0,7.0
52034.0,146.0,,7.0
48526.0,23.0,9.0,3.0
46734.0,110.0,29.0,7.0
39552.0,165.0,41.0,8.0
86358.0,957.0,95.0,8.0
46931.0,41.0,16.0,3.0
16581.0,1.0,11.0,4.0
63998.0,176.0,112.0,4.0
67381.0,815.0,70.0,7.0
25930.0,,4.0,7.0
42693.0,8.0,16.0,5.0
85606.0,717.0,84.0,3.0
72903.0,1067.0,39.0,4.0
49669.0,166.0,29.0,6.0
36778.0,29.0,4.0,9.0
85696.0,714.0,12.0,1.0
10979.0,8.0,4.0,
49678.0,229.0,20.0,7.0
56129.0,320.0,48.0,4.0
37155.0,23.0,3.0,5.0
21282.0,1.0,20.0,6.0
33419.0,56.0,18.0,7.0
63285.0,508.0,134.0,3.0
21255.0,29.0,3.0,4.0
42162.0,46.0,27.0,
54450.0,454.0,32.0,8.0
57744.0,,19.0,
26576.0,10.0,9.0,9.0
57513.0,735.0,30.0,6.0
68142.0,897.0,37.0,6.0
7500.0,5.0,5.0,
83145.0,777.0,114.0,2.0
54197.0,162.0,13.0,1.0
23091.0,35.0,2.0,7.0
46049.0,342.0,19.0,7.0
56715.0,258.0,9.0,4.0
79410.0,658.0,13.0,1.0
57304.0,356.0,106.0,5.0
44375.0,213.0,41.0,5.0
54450.0,454.0,,8.0
59594.0,,9.0,
80685.0,241.0,54.0,2.0
40344.0,210.0,2.0,7.0
62710.0,441.0,11.0,4.0
48985.0,19.0,8.0,3.0
35322.0,28.0,13.0,8.0
77142.0,476.0,97.0,2.0
81657.0,364.0,50.0,1.0
14421.0,0.0,8.0,5.0
20130.0,0.0,12.0,8.0
74214.0,,33.0,5.0
66726.0,349.0,47.0,7.0
23724.0,,14.0,8.0
47353.0,184.0,4.0,5.0
33444.0,,2.0,8.0
,277.0,25.0,3.0
28510.0,44.0,19.0,5.0
90638.0,1156.0,96.0,1.0
48070.0,373.0,19.0,7.0
43140.0,134.0,11.0,6.0
54959.0,1148.0,24.0,7.0
15056.0,6.0,40.0,
26954.0,4.0,1.0,7.0
22327.0,5.0,5.0,5.0
44393.0,24.0,10.0,4.0
62000.0,899.0,20.0,4.0
31497.0,108.0,4.0,8.0
45894.0,27.0,13.0,5.0
78579.0,,99.0,3.0
67369.0,1298.0,42.0,
58401.0,10.0,29.0,
62307.0,87.0,10.0,5.0
43641.0,57.0,23.0,6.0
63841.0,635.0,131.0,6.0
46891.0,43.0,61.0,4.0
70091.0,,11.0,8.0
78075.0,572.0,80.0,1.0
59184.0,341.0,66.0,5.0
54809.0,63.0,22.0,4.0
58113.0,221.0,84.0,7.0
51412.0,140.0,14.0,
15287.0,1.0,13.0,7.0
66636.0,291.0,0.0,1.0
50965.0,544.0,29.0,8.0
84618.0,684.0,0.0,
18351.0,1.0,7.0,7.0
40451.0,35.0,10.0,5.0
,87.0,13.0,
42213.0,309.0,20.0,7.0
65748.0,172.0,34.0,1.0
77044.0,625.0,76.0,4.0
74918.0,972.0,59.0,3.0
56721.0,157.0,75.0,6.0
42160.0,48.0,20.0,6.0
61559.0,279.0,34.0,3.0
33629.0,132.0,4.0,9.0
68682.0,919.0,45.0,2.0
34377.0,62.0,26.0,7.0
8940.0,1.0,42.0,8.0
,2.0,9.0,8.0
77297.0,408.0,41.0,4.0
40211.0,51.0,25.0,8.0
33438.0,62.0,6.0,5.0
75032.0,952.0,12.0,
61284.0,618.0,45.0,6.0
,11.0,27.0,5.0
54730.0,,56.0,
,56.0,2.0,7.0
44421.0,110.0,7.0,8.0
38197.0,23.0,3.0,5.0
41986.0,27.0,12.0,4.0
28427.0,18.0,6.0,8.0
37395.0,18.0,11.0,6.0
64722.0,303.0,15.0,6.0
55249.0,97.0,11.0,3.0
84906.0,997.0,76.0,2.0
28691.0,5.0,4.0,8.0
44213.0,,7.0,6.0
25707.0,1.0,3.0,7.0
59062.0,,9.0,
76624.0,411.0,66.0,1.0
66000.0,244.0,45.0,1.0
27683.0,152.0,45.0,8.0
,1.0,1.0,20.0
7500.0,10.0,40.0,9.0
40521.0,,4.0,5.0
20427.0,5.0,1.0,8.0
65106.0,790.0,19.0,6.0
69969.0,882.0,44.0,3.0
67433.0,615.0,30.0,4.0
77766.0,1004.0,27.0,6.0
74716.0,133.0,71.0,4.0
68118.0,595.0,154.0,6.0
55158.0,293.0,23.0,7.0
62972.0,313.0,192.0,6.0
74190.0,151.0,64.0,2.0
39356.0,15.0,6.0,6.0
76653.0,736.0,126.0,2.0
35860.0,,20.0,5.0
90687.0,982.0,51.0,2.0
73450.0,,37.0,3.0
31454.0,28.0,9.0,8.0
47139.0,,23.0,
83829.0,897.0,27.0,1.0
53378.0,489.0,132.0,8.0
19656.0,25.0,32.0,7.0
45579.0,145.0,1.0,6.0
85485.0,630.0,54.0,2.0
55956.0,760.0,38.0,4.0
64191.0,420.0,15.0,3.0
38808.0,,30.0,8.0
57183.0,,70.0,8.0
23748.0,6.0,8.0,8.0
66303.0,1090.0,60.0,8.0
37368.0,3.0,10.0,6.0
40800.0,24.0,10.0,7.0
71847.0,737.0,210.0,
46149.0,254.0,27.0,5.0
78687.0,817.0,241.0,2.0
49118.0,,119.0,
37633.0,,1.0,9.0
39767.0,113.0,47.0,8.0
26997.0,7.0,144.0,7.0
33986.0,16.0,5.0,7.0
57091.0,462.0,4.0,7.0
46831.0,22.0,34.0,4.0
83151.0,968.0,210.0,2.0
,283.0,125.0,6.0
15759.0,1.0,3.0,7.0
22804.0,14.0,1.0,9.0
43050.0,30.0,8.0,5.0
42997.0,4.0,5.0,7.0
48918.0,52.0,1.0,4.0
60033.0,62.0,48.0,2.0
34043.0,20.0,10.0,9.0
57811.0,545.0,78.0,5.0
78569.0,,95.0,1.0
7500.0,6.0,25.0,
157733.0,39.0,8.0,1.0
94384.0,1111.0,172.0,2.0
23148.0,4.0,10.0,7.0
44267.0,183.0,49.0,9.0
71626.0,546.0,72.0,3.0
60894.0,606.0,54.0,7.0
50200.0,266.0,64.0,8.0
81051.0,1142.0,14.0,2.0
65169.0,1074.0,46.0,6.0
59868.0,,154.0,6.0
65695.0,371.0,6.0,4.0
64857.0,556.0,43.0,4.0
,202.0,14.0,
,209.0,37.0,
59060.0,35.0,12.0,4.0
27238.0,37.0,3.0,9.0
47009.0,171.0,90.0,4.0
46094.0,12.0,5.0,7.0
40321.0,44.0,27.0,7.0
37235.0,20.0,20.0,4.0
81843.0,779.0,138.0,3.0
46692.0,,88.0,6.0
77382.0,,134.0,1.0
37774.0,173.0,176.0,9.0
18393.0,7.0,4.0,
72828.0,1205.0,205.0,7.0
24711.0,10.0,7.0,7.0
,97.0,18.0,5.0
6560.0,67.0,262.0,17.0
71604.0,345.0,97.0,4.0
,6.0,46.0,7.0
48752.0,73.0,0.0,9.0
71434.0,711.0,168.0,4.0
90842.0,774.0,93.0,1.0
88097.0,163.0,75.0,9.0
51948.0,82.0,41.0,
71853.0,358.0,32.0,1.0
35876.0,66.0,14.0,6.0
40049.0,13.0,3.0,6.0
39660.0,139.0,36.0,
50127.0,,15.0,6.0
43263.0,262.0,102.0,5.0
62845.0,1099.0,34.0,
18929.0,32.0,18.0,6.0
24367.0,2.0,5.0,9.0
33249.0,6.0,42.0,6.0
26887.0,6.0,6.0,
50150.0,,11.0,5.0
62061.0,641.0,38.0,6.0
85696.0,714.0,12.0,1.0
76542.0,794.0,14.0,2.0
70515.0,420.0,140.0,2.0
18227.0,1.0,11.0,8.0
69139.0,86.0,6.0,4.0
,823.0,95.0,4.0
69627.0,231.0,53.0,5.0
38136.0,8.0,33.0,8.0
62159.0,182.0,29.0,4.0
80695.0,557.0,18.0,2.0
33316.0,79.0,12.0,6.0
58554.0,368.0,88.0,7.0
17256.0,6.0,22.0,8.0
53034.0,160.0,50.0,8.0
52203.0,488.0,28.0,6.0
59601.0,691.0,23.0,8.0
75154.0,543.0,82.0,3.0
47025.0,254.0,26.0,6.0
37971.0,5.0,7.0,8.0
41335.0,112.0,5.0,7.0
67267.0,134.0,30.0,2.0
57338.0,,17.0,5.0
50523.0,51.0,1.0,6.0
35791.0,27.0,3.0,8.0
50611.0,,4.0,6.0
56242.0,689.0,88.0,6.0
48904.0,283.0,27.0,8.0
56243.0,347.0,7.0,5.0
21355.0,5.0,31.0,6.0
57420.0,280.0,24.0,7.0
,187.0,14.0,5.0
46390.0,95.0,38.0,7.0
54342.0,84.0,28.0,6.0
,19.0,6.0,5.0
,5.0,4.0,7.0
20895.0,18.0,4.0,9.0
92344.0,992.0,119.0,1.0
,25.0,3.0,7.0
26907.0,9.0,2.0,7.0
44964.0,19.0,2.0,8.0
,709.0,80.0,3.0
53761.0,158.0,71.0,
22682.0,10.0,36.0,4.0
38887.0,25.0,3.0,7.0
41658.0,8.0,29.0,4.0
29791.0,14.0,0.0,5.0
63915.0,622.0,15.0,5.0
39996.0,11.0,1.0,6.0
,25.0,2.0,6.0
63841.0,635.0,131.0,6.0
51039.0,100.0,109.0,7.0
,201.0,35.0,6.0
65685.0,642.0,57.0,5.0
37716.0,97.0,41.0,7.0
36864.0,204.0,89.0,8.0
,513.0,14.0,8.0
36947.0,88.0,29.0,9.0
,172.0,15.0,7.0
67087.0,329.0,43.0,4.0
57045.0,296.0,17.0,3.0
36957.0,100.0,31.0,9.0
69389.0,422.0,15.0,4.0
80134.0,,80.0,6.0
43142.0,5.0,,7.0
80589.0,507.0,26.0,1.0
34412.0,52.0,55.0,9.0
57537.0,191.0,100.0,4.0
22634.0,2.0,46.0,8.0
51315.0,68.0,41.0,2.0
36026.0,20.0,17.0,6.0
24639.0,20.0,1.0,6.0
,7.0,0.0,6.0
65704.0,279.0,246.0,1.0
63810.0,977.0,101.0,8.0
54132.0,30.0,3.0,7.0
18690.0,6.0,19.0,8.0
28164.0,3.0,12.0,7.0
34596.0,14.0,7.0,8.0
43269.0,10.0,1.0,8.0
38741.0,7.0,13.0,
31907.0,33.0,74.0,7.0
27100.0,12.0,10.0,7.0
31163.0,2.0,10.0,6.0
92533.0,693.0,42.0,2.0
34853.0,9.0,2.0,6.0
70844.0,129.0,2.0,7.0
31086.0,,16.0,8.0
60544.0,201.0,35.0,6.0
20491.0,5.0,10.0,7.0
42523.0,14.0,35.0,
39922.0,29.0,36.0,8.0
33402.0,26.0,8.0,8.0
36408.0,9.0,3.0,6.0
21645.0,14.0,19.0,
78427.0,972.0,138.0,3.0
,966.0,126.0,
51876.0,99.0,6.0,1.0
78041.0,482.0,17.0,2.0
52852.0,,47.0,8.0
70038.0,587.0,130.0,2.0
69401.0,399.0,39.0,2.0
46053.0,56.0,25.0,5.0
,227.0,31.0,1.0
73892.0,703.0,43.0,1.0
40304.0,37.0,3.0,7.0
32727.0,167.0,70.0,8.0
68695.0,458.0,40.0,2.0
43300.0,,31.0,8.0
26290.0,15.0,22.0,6.0
93790.0,1302.0,45.0,2.0
38410.0,153.0,14.0,6.0
64866.0,508.0,10.0,5.0
57957.0,290.0,29.0,
46015.0,38.0,6.0,7.0
16531.0,2.0,11.0,7.0
28072.0,30.0,5.0,7.0
49476.0,386.0,196.0,2.0
50725.0,443.0,48.0,8.0
83844.0,901.0,191.0,1.0
41145.0,9.0,1.0,3.0
67419.0,846.0,42.0,5.0
23162.0,8.0,22.0,6.0
34380.0,72.0,24.0,8.0
34704.0,,5.0,5.0
94871.0,169.0,144.0,7.0
65148.0,460.0,153.0,4.0
39898.0,69.0,12.0,7.0
64857.0,556.0,43.0,4.0
59892.0,73.0,0.0,3.0
41020.0,112.0,36.0,3.0
57072.0,944.0,30.0,5.0
60474.0,265.0,170.0,7.0
62807.0,526.0,99.0,5.0
19414.0,2.0,7.0,8.0
19107.0,2.0,16.0,7.0
,378.0,34.0,4.0
70379.0,553.0,8.0,4.0
,751.0,31.0,
64014.0,,8.0,7.0
76998.0,1449.0,107.0,6.0
49854.0,123.0,30.0,6.0
60585.0,267.0,21.0,5.0
42873.0,209.0,15.0,8.0
87679.0,1259.0,33.0,4.0
57867.0,344.0,17.0,6.0
35765.0,,15.0,6.0
65492.0,247.0,47.0,2.0
32952.0,38.0,1.0,7.0
53374.0,896.0,34.0,9.0
71706.0,931.0,14.0,5.0
68487.0,758.0,89.0,4.0
53253.0,216.0,125.0,5.0
31163.0,2.0,10.0,6.0
42014.0,244.0,50.0,8.0
54108.0,539.0,97.0,8.0
49667.0,1181.0,39.0,8.0
63206.0,,26.0,2.0
57136.0,306.0,92.0,
46772.0,350.0,57.0,8.0
78931.0,331.0,35.0,1.0
53977.0,620.0,82.0,5.0
84219.0,434.0,45.0,
46098.0,57.0,36.0,8.0
73538.0,811.0,107.0,7.0
79529.0,423.0,,2.0
20981.0,2.0,30.0,8.0
51766.0,60.0,51.0,5.0
55759.0,675.0,77.0,8.0
33039.0,30.0,12.0,5.0
37787.0,40.0,18.0,8.0
27242.0,3.0,39.0,9.0
87188.0,910.0,55.0,3.0
69930.0,252.0,196.0,3.0
37697.0,,8.0,6.0
37401.0,19.0,3.0,7.0
3502.0,2.0,1.0,14.0
58597.0,490.0,21.0,7.0
82032.0,332.0,57.0,1.0
28087.0,53.0,21.0,7.0
,784.0,48.0,3.0
19740.0,7.0,20.0,5.0
57036.0,1171.0,47.0,9.0
53083.0,215.0,13.0,7.0
69283.0,674.0,8.0,5.0
46098.0,,36.0,8.0
23331.0,5.0,45.0,8.0
23331.0,104.0,5.0,
,9.0,4.0,8.0
67786.0,431.0,102.0,
71969.0,1000.0,10.0,8.0
59235.0,448.0,91.0,7.0
31928.0,,5.0,7.0
74881.0,505.0,54.0,5.0
65819.0,267.0,63.0,3.0
51411.0,14.0,1.0,5.0
51983.0,631.0,30.0,7.0
42386.0,65.0,11.0,8.0
30390.0,10.0,20.0,6.0
30983.0,51.0,49.0,8.0
66033.0,293.0,65.0,7.0
37284.0,11.0,6.0,6.0
57530.0,50.0,1.0,1.0
76800.0,,81.0,1.0
63943.0,423.0,21.0,5.0
76081.0,292.0,200.0,2.0
67445.0,757.0,11.0,6.0
37054.0,12.0,5.0,7.0
47175.0,167.0,19.0,8.0
31859.0,3.0,5.0,
27215.0,30.0,28.0,6.0
70179.0,,133.0,5.0
39922.0,29.0,36.0,8.0
49681.0,,21.0,7.0
,5.0,0.0,8.0
79865.0,71.0,38.0,1.0
44322.0,46.0,3.0,8.0
47958.0,268.0,22.0,5.0
63972.0,928.0,12.0,4.0
75315.0,459.0,31.0,2.0
55517.0,483.0,36.0,9.0
75283.0,733.0,66.0,
82800.0,1006.0,45.0,3.0
38998.0,34.0,5.0,
90638.0,1156.0,96.0,1.0
,7.0,11.0,
,244.0,50.0,8.0
38201.0,233.0,12.0,8.0
45203.0,,24.0,6.0
81574.0,1252.0,0.0,1.0
34935.0,34.0,20.0,7.0
60482.0,255.0,24.0,7.0
34633.0,8.0,1.0,6.0
78093.0,368.0,10.0,1.0
82460.0,255.0,15.0,1.0
45903.0,33.0,3.0,4.0
81361.0,163.0,76.0,1.0
35860.0,15.0,20.0,
,45.0,13.0,7.0
61482.0,48.0,43.0,
,158.0,2.0,7.0
75794.0,754.0,48.0,3.0
31497.0,108.0,4.0,8.0
,199.0,41.0,2.0
13724.0,2.0,27.0,9.0
45143.0,202.0,14.0,7.0
,85.0,7.0,
48432.0,322.0,42.0,
17144.0,18.0,6.0,7.0
36108.0,141.0,47.0,9.0
76445.0,739.0,35.0,6.0
36663.0,18.0,5.0,2.0
53843.0,378.0,73.0,
90226.0,1083.0,108.0,2.0
70638.0,1016.0,63.0,3.0
44512.0,23.0,2.0,4.0
27116.0,12.0,3.0,7.0
54072.0,35.0,0.0,8.0
71855.0,548.0,28.0,3.0
51250.0,342.0,40.0,9.0
60432.0,365.0,11.0,6.0
65526.0,397.0,9.0,2.0
68655.0,,38.0,3.0
12393.0,5.0,13.0,9.0
64509.0,836.0,77.0,4.0
33955.0,,10.0,8.0
31353.0,10.0,7.0,8.0
55434.0,238.0,76.0,4.0
28359.0,6.0,2.0,7.0
57100.0,158.0,17.0,3.0
69139.0,86.0,6.0,4.0
52973.0,856.0,199.0,8.0
51717.0,98.0,5.0,
18793.0,4.0,20.0,8.0
66664.0,398.0,32.0,3.0
50664.0,313.0,126.0,9.0
54414.0,109.0,18.0,4.0
54549.0,216.0,9.0,7.0
47111.0,595.0,41.0,9.0
41003.0,123.0,88.0,6.0
19444.0,16.0,10.0,7.0
36301.0,11.0,12.0,7.0
73059.0,410.0,71.0,
42731.0,159.0,24.0,5.0
,105.0,0.0,5.0
22775.0,5.0,1.0,8.0
46681.0,269.0,38.0,5.0
59821.0,629.0,35.0,8.0
50002.0,443.0,82.0,7.0
69755.0,217.0,93.0,1.0
44078.0,,4.0,5.0
30560.0,9.0,7.0,7.0
35924.0,8.0,7.0,5.0
64140.0,1459.0,215.0,5.0
56386.0,230.0,75.0,9.0
24594.0,1.0,9.0,5.0
75774.0,340.0,56.0,4.0
39228.0,7.0,3.0,4.0
58494.0,298.0,19.0,6.0
58684.0,479.0,85.0,2.0
57136.0,267.0,127.0,6.0
56551.0,67.0,16.0,4.0
22448.0,3.0,18.0,3.0
,980.0,31.0,6.0
,50.0,26.0,9.0
157146.0,1.0,1.0,1.0
25358.0,19.0,8.0,6.0
35544.0,30.0,4.0,7.0
36634.0,213.0,30.0,7.0
62670.0,539.0,38.0,3.0
50334.0,284.0,134.0,6.0
72066.0,1003.0,34.0,2.0
50729.0,239.0,52.0,6.0
34916.0,51.0,42.0,9.0
64892.0,527.0,65.0,4.0
43602.0,19.0,19.0,6.0
33996.0,40.0,6.0,4.0
41473.0,,9.0,7.0
63246.0,,7.0,
36732.0,21.0,7.0,2.0
69084.0,1181.0,30.0,8.0
77766.0,1004.0,27.0,6.0
37929.0,202.0,10.0,7.0
86610.0,446.0,53.0,
80141.0,1184.0,40.0,6.0
72635.0,390.0,107.0,3.0
,726.0,161.0,5.0
20193.0,8.0,9.0,4.0
27573.0,50.0,15.0,8.0
,1.0,10.0,8.0
49544.0,308.0,23.0,7.0
33228.0,22.0,5.0,7.0
,690.0,88.0,3.0
38232.0,,33.0,5.0
22554.0,27.0,4.0,5.0
23536.0,6.0,1.0,3.0
49413.0,205.0,46.0,5.0
42231.0,24.0,4.0,5.0
78789.0,,83.0,2.0
56534.0,691.0,46.0,8.0
58350.0,493.0,80.0,6.0
81217.0,493.0,84.0,1.0
49090.0,494.0,100.0,7.0
61787.0,621.0,85.0,5.0
18169.0,9.0,7.0,8.0
24336.0,1.0,12.0,7.0
,12.0,14.0,8.0
62335.0,243.0,26.0,2.0
42033.0,11.0,7.0,7.0
86580.0,532.0,20.0,1.0
41437.0,29.0,1.0,7.0
73705.0,612.0,107.0,5.0
,387.0,180.0,6.0
38452.0,56.0,2.0,7.0
18358.0,6.0,4.0,7.0
55012.0,582.0,13.0,5.0
9722.0,6.0,42.0,8.0
38175.0,70.0,3.0,7.0
58656.0,962.0,12.0,6.0
52117.0,112.0,20.0,7.0
64813.0,293.0,52.0,5.0
54222.0,199.0,7.0,3.0
83512.0,,101.0,1.0
77520.0,,58.0,4.0
41154.0,44.0,7.0,5.0
80398.0,342.0,26.0,3.0
18746.0,2.0,20.0,6.0
35196.0,,187.0,8.0
60230.0,520.0,40.0,5.0
22108.0,5.0,6.0,7.0
44392.0,87.0,29.0,7.0
55424.0,462.0,107.0,6.0
17688.0,2.0,2.0,8.0
92491.0,979.0,22.0,
90273.0,704.0,111.0,2.0
82571.0,861.0,79.0,2.0
,172.0,18.0,8.0
16653.0,5.0,7.0,
42586.0,194.0,0.0,8.0
,9.0,20.0,6.0
74881.0,505.0,54.0,5.0
71107.0,533.0,195.0,4.0
46910.0,48.0,6.0,
